title,budget,revenue,vote_average,popularity,belongs_to_collection
God's Not Dead,17.0,29.789,5.9,6.097499,True
50 to 1,10.0,1.064454,5.7,2.691651,False
Parts Per Billion,0.5,15.0,4.4,8.279917,False
Moms' Night Out,5.0,10.429707,5.5,6.127301999999999,False
The Raid 2,4.5,2.627209,7.6,8.434884,True
Sabotage,35.0,17.508518,5.5,6.966505000000001,False
The Quiet Ones,0.2,17.834867,5.1,6.322844,False
Afflicted,0.318,0.121179,6.4,8.932319999999999,False
Locke,2.0,4.6353,6.9,12.792394,False
Draft Day,25.0,28.831145,6.5,5.596449,False
Joe,4.0,2.365467,6.5,13.784410999999999,False
Heaven is for Real,12.0,101.332962,6.1,7.883710000000001,False
Transcendence,100.0,103.039258,5.9,9.730176,False
The Amazing Spider-Man 2,200.0,705.717432,6.5,26.23687,True
The Other Woman,40.0,196.781193,6.2,9.389353999999999,False
Black Rose,7.0,0.85545,2.0,2.482771,False
13 Sins,5.0,0.013809,6.2,9.067788,False
Brick Mansions,28.0,68.896829,5.7,7.482958999999999,False
Barbecue,6.0,14.348529,5.8,4.707275,False
Decoding Annie Parker,2.0,0.04839,5.5,3.8805410000000005,False
Walk of Shame,15.0,0.059209,5.8,7.844705,False
Neighbors,18.0,268.1574,6.2,11.90575,True
Chef,11.0,45.967935,7.2,8.720309,False
Million Dollar Arm,25.0,38.307627,6.6,9.453942,False
Godzilla,160.0,529.076069,6.1,14.019239,False
X-Men: Days of Future Past,250.0,747.862775,7.5,26.058586,True
The Fault in Our Stars,12.0,307.166834,7.6,16.274653,False
The Rover,12.25,2.295423,6.1,6.561373,False
The Homesman,16.0,3.442853,6.4,7.375146000000001,False
Foxcatcher,24.0,12.0963,6.5,8.10357,False
Blended,40.0,123.49461,6.6,10.395472,False
"Two Days, One Night",7.0,6.860853,6.8,6.868022,False
The Salvation,10.5,42.07,6.2,8.253705,False
The Babadook,2.0,6.676471,6.5,8.832788,False
Mommy,4.9,3.49407,8.2,14.876085999999999,False
Heropanti,4.2,10.0,5.4,2.031919,False
Edge of Tomorrow,178.0,370.541256,7.6,31.982986,False
Maleficent,180.0,758.539785,7.0,19.467404000000002,False
Bangalore Days,7.4,1.3,7.4,0.9555959999999999,False
The Grand Seduction,12.7,3.430018,6.7,15.108282999999998,False
French Women,5.0,12.058187,5.6,6.976069,False
22 Jump Street,50.0,188.441614,7.0,10.901496,True
Boyhood,4.0,44.349,7.5,6.430591000000001,False
All at Once,0.75,3e-06,6.0,0.20158199999999998,False
Jersey Boys,40.0,67.347013,6.8,6.447072,False
How to Train Your Dragon 2,145.0,609.123048,7.6,12.256689,True
White God,2.2,0.282358,6.6,6.313465,False
Earth to Echo,13.0,45.3,5.7,12.412221,False
Think Like a Man Too,24.0,70.181428,6.3,7.576924000000001,True
Transformers: Age of Extinction,210.0,1091.405097,5.8,18.495599,True
Dawn of the Planet of the Apes,170.0,710.644566,7.3,75.385211,True
Mrs. Brown's Boys D'Movie,5.9,23.0,4.7,1.840891,False
Tammy,20.0,100.525432,5.0,7.359522,False
Lucy,40.0,126.546825,6.3,36.447603,False
Step Up All In,45.0,86.165646,6.7,8.588925999999999,True
The Purge: Anarchy,9.0,108.782847,6.6,27.756026000000002,True
Sex Tape,40.0,126.069509,5.2,27.470696000000004,False
Planes: Fire & Rescue,50.0,151.165787,5.8,7.579855,True
Duniyadari,0.39,3e-06,0.0,0.016219,False
And So It Goes,18.0,25.312387,5.7,7.696839999999999,False
Hercules,100.0,243.4,5.6,19.606895,False
Kick,22.0,55.0,6.0,7.366331,False
A Most Wanted Man,15.0,31.554855,6.5,10.432407000000001,False
Magic in the Moonlight,16.8,51.029361,6.5,6.626077,False
Guardians of the Galaxy,170.0,773.328629,7.9,53.291601,True
The Admiral: Roaring Currents,9.5,112.156811,7.0,5.062755999999999,False
The Expendables 3,90.0,206.172544,6.1,14.753545,True
The Hundred-Foot Journey,22.0,88.880821,7.3,14.466789000000002,False
Into the Storm,50.0,160.602194,5.8,9.092925,False
Teenage Mutant Ninja Turtles,125.0,477.2,5.8,22.337973,True
Stand by Me Doraemon,35.0,83.061158,7.0,6.493765,True
The Giver,25.0,66.980456,6.4,12.472206,False
Let's Be Cops,17.0,136.621271,6.4,15.962793,False
"As Above, So Below",5.0,40.1,6.1,10.846585000000001,False
Life After Beth,2.4,0.088273,5.0,5.486893,False
Clouds of Sils Maria,6.6,1.851517,6.7,8.151346,False
Sin City: A Dame to Kill For,65.0,39.407616,6.3,20.623642,True
"Kidnapping, Caucasian Style",3.5,0.179,1.7,0.5246529999999999,False
If I Stay,11.0,78.874843,7.3,9.659244000000001,False
The Prince,18.0,266.5868,4.6,16.219485,False
When the Game Stands Tall,15.0,30.127963,6.3,6.617708,False
The November Man,15.0,32.556119,6.0,13.310556,False
Birdman,18.0,103.215094,7.4,18.193263,False
Predestination,5.5,3.0,7.3,10.524204,False
Raja Natwarlal,5e-06,4e-06,5.5,1.109545,False
Before I Go to Sleep,22.0,15.447154,6.2,14.921298,False
The Green Inferno,5.0,6.833445,5.0,9.336019,False
Big Game,8.5,7.5,5.3,6.911759,False
5 Flights Up,6.0,1.020921,5.9,9.383088,False
Mary Kom,0.224056,15.536328,7.0,1.416035,False
Black or White,9.0,21.571189,6.5,10.763583,False
Cake,7.0,2.360281,6.2,10.197503,False
Miss Julie,5.5,5.0,5.8,3.7917120000000004,False
My Old Lady,5.0,7.527232,6.1,11.127162,False
Gemma Bovery,9.7,0.154701,6.2,5.105914,False
The Boxtrolls,60.0,108.25577,6.6,11.563908999999999,False
This Is Where I Leave You,19.8,41.29632,6.5,11.313659,False
Beyond the Lights,7.0,14.618727,7.0,6.293515,False
No Good Deed,13.2,53.830415,5.6,24.644320999999998,False
The Maze Runner,34.0,348.319861,7.0,76.93789,True
Dolphin Tale 2,36.0,52.424533,6.7,8.268684,True
The Drop,12.6,19.054534,6.7,11.695036,False
Honeymoon,1.0,0.009318,5.4,6.107378,False
Atlas Shrugged Part III: Who is John Galt?,5.0,0.846704,3.9,1.8455540000000001,True
The Guest,5.0,2.367161,6.5,6.441964,False
A Walk Among the Tombstones,28.0,53.1816,6.2,14.914924,False
Tusk,2.8,1.826705,5.1,6.820925,False
The Equalizer,55.0,192.330738,7.1,17.618057,False
Marshland,4.0,5.169755,7.1,11.127717,False
The Book of Life,50.0,97.437106,7.3,10.337994,False
Dracula Untold,70.0,215.529201,6.2,16.316318,False
Gone Girl,61.0,369.330363,7.9,154.80100900000002,False
Annabelle,6.5,255.273813,5.5,23.242452,True
Torrente 5: Operación Eurovegas,9.272437,11.672363,5.2,4.207751,True
Left Behind,16.0,19.682924,3.7,11.519053,False
Na Maloom Afraad,0.88413,2.259444,6.2,0.241973,False
The Judge,50.0,83.719388,7.2,17.887943,False
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28.0,100.654149,6.1,7.861003999999999,False
99 Homes,8.0,1.411927,6.8,6.60913,False
Kill the Messenger,5.0,2.450846,6.6,13.524048,False
St. Vincent,13.0,54.837234,7.1,13.655752,False
Whiplash,3.3,13.092,8.3,64.29999000000001,False
Escobar: Paradise Lost,17.0,3.758328,6.1,12.543659,False
The Loft,14.0,10.07679,6.4,14.443361999999999,False
Samba,20.0,0.15153,6.4,11.024334,False
Fury,68.0,211.817906,7.4,36.713807,False
The Best of Me,26.0,35.926213,7.2,8.196975,False
Camp X-Ray,1.0,0.059744,6.7,11.153327,False
Treehouse,3.25,3.25,3.5,1.574542,False
John Wick,20.0,88.761661,7.0,183.870374,True
Nightcrawler,8.5,38.697217,7.6,21.277073,False
Ouija,5.0,103.590271,4.9,13.288564000000001,True
Big Hero 6,165.0,652.105443,7.8,213.84990699999997,False
Kung Fu Jungle,25.0,0.129115,6.5,6.636514,False
Interstellar,165.0,675.120017,8.1,32.213481,False
Suite Française,15.0,9.104716,7.1,5.02124,False
The Opposite Sex,3.3,0.045,4.1,3.436499,False
The Guide,0.722083,0.499168,8.6,0.817488,False
Dumb and Dumber To,40.0,169.83701,5.4,15.402597,True
The Imitation Game,14.0,233.555708,8.0,31.595940000000002,False
The Hunger Games: Mockingjay - Part 1,125.0,752.100229,6.6,147.098006,True
Penguins of Madagascar,132.0,373.552094,6.5,22.201607,True
The Theory of Everything,15.0,123.726688,7.8,11.853019999999999,False
Horrible Bosses 2,42.0,107.670357,6.1,20.903361999999998,True
Paddington,55.0,259.207227,7.0,15.686836999999999,False
Zid,1.556288,1.268395,7.5,0.195677,False
Exodus: Gods and Kings,140.0,268.031828,5.6,16.320249,False
The Pyramid,6.5,13.865435,4.6,9.312354,False
Still Alice,5.0,43.884652,7.5,8.823253,False
Wild,15.0,52.501541,7.0,11.209154,False
The Hobbit: The Battle of the Five Armies,250.0,956.019788,7.1,31.718977000000002,True
American Sniper,58.8,542.307423,7.4,19.228561,False
Seventh Son,95.0,114.178613,5.2,15.297820999999999,False
Taken 3,48.0,325.771424,6.1,18.081483,True
Night at the Museum: Secret of the Tomb,127.0,349.424282,6.1,19.539436,True
PK,13.0,120.0,7.7,12.58752,False
Annie,65.0,133.821816,6.0,13.275529,False
Big Eyes,10.0,28.883511,6.8,7.412826,False
The Interview,44.0,12.342632,6.1,14.526048999999999,False
Unbroken,65.0,163.442937,7.3,10.543955,False
Inherent Vice,20.0,11.110975,6.5,13.52638,False
The Gambler,25.0,39.17113,5.7,8.728556,False
Selma,20.0,66.787908,7.4,7.107071,False
Into the Woods,50.0,212.902372,5.6,9.580785,False
The Water Diviner,22.5,15.520023,6.8,9.615664,False
The Woman in Black 2: Angel of Death,1.0,26.501323,5.0,6.942139,True
A Most Violent Year,20.0,12.00707,6.5,17.187707999999997,False
Blackhat,70.0,17.75294,5.1,14.932367999999999,False
Tracers,11.0,0.593683,5.9,9.056173,False
The Wedding Ringer,23.0,79.79988,6.5,12.21459,False
Mortdecai,60.0,30.41856,5.4,10.241861,False
Ex Machina,15.0,36.869414,7.6,14.14078,False
Aferim!,1.379375,0.105097,7.5,2.214179,False
The Boy Next Door,4.0,52.425855,4.1,10.200398,False
Italiano medio,1.81672,4.5418,6.0,3.782108,False
Kingsman: The Secret Service,81.0,414.351546,7.6,28.224211999999998,True
The Lazarus Effect,3.3,64.110728,5.1,5.840554,False
Project Almanac,12.0,32.248241,6.4,9.363482000000001,False
It Follows,2.0,14.674076,6.6,20.359336,False
Jupiter Ascending,176.000003,183.987723,5.2,21.463465,False
The SpongeBob Movie: Sponge Out of Water,74.0,311.594032,5.7,12.334689,True
Yennai Arindhaal,7.9,16.0,6.6,0.8643299999999999,False
Fifty Shades of Grey,40.0,571.006128,5.2,33.068431,True
Demonic,3.0,3.387,5.0,9.234943,False
The Gunman,40.0,13.644292,5.5,11.429831,False
Dragon Blade,65.0,121.545703,5.9,5.462048,False
Wolf Totem,38.0,123.205624,6.4,6.5426470000000005,False
The DUFF,8.5,43.528634,6.8,8.592449,False
Badlapur,3.7,11.48,6.8,1.493061,False
Hot Tub Time Machine 2,14.0,12.314651,5.0,6.575392999999999,True
The Battalion,10.0,7.547762,5.9,1.5576709999999998,False
Focus,50.1,153.962963,6.7,10.035362,False
The Second Best Exotic Marigold Hotel,10.0,85.978266,6.3,5.204473999999999,True
Chappie,49.0,104.399548,6.6,30.206365,False
Unfinished Business,35.0,14.431253,5.0,10.24952,False
Run All Night,50.0,71.561644,6.3,16.838145,False
Cinderella,95.0,543.514353,6.7,19.801128,False
Child 44,50.0,3.32433,6.1,17.608346,False
Insurgent,110.0,295.238201,6.2,27.887186,True
Home,135.0,368.871007,6.8,13.422713,False
Danny Collins,10.0,10.835752,6.6,16.903373000000002,False
Get Hard,40.0,111.811453,5.9,8.178015,False
Dark Places,20.0,0.208588,5.7,9.188583,False
Furious 7,190.0,1506.24936,7.3,27.275686999999998,True
Wolf Warrior,12.0,80.0,5.8,2.1627810000000003,True
While We're Young,10.0,7.587485,5.8,9.42755,False
Lost River,2.0,0.045431,5.8,6.6407039999999995,False
The Longest Ride,34.0,63.013281,7.3,10.264416,False
Woman in Gold,11.0,61.619773,7.3,11.61,False
The Age of Adaline,25.0,65.663276,7.4,10.542026,False
Paul Blart: Mall Cop 2,38.0,107.597242,5.0,17.02038,True
Unfriended,1.0,62.88209,5.5,10.07817,False
O Kadhal Kanmani,0.94,5.1,5.8,0.739665,False
Dragon Ball Z: Resurrection 'F',5.0,61.76819,6.8,11.350372,True
Avengers: Age of Ultron,280.0,1405.403694,7.3,37.37942,True
Little Boy,20.0,6.485961,7.0,11.946728,False
The Dawns Here Are Quiet,3.3,5.249225,6.5,4.445867,False
Gabbar Is Back,11.0,41.0,7.0,1.812728,False
Spy,65.0,235.666219,6.9,13.257467000000002,False
Pitch Perfect 2,29.0,287.506194,6.8,15.862632000000001,True
Piku,5.5,22.159216,6.8,2.942711,False
The D Train,0.447524,0.771317,4.5,3.993759,False
Maggie,4.0,0.187112,5.2,12.020933,False
Hot Pursuit,35.0,51.680201,5.4,6.90658,False
Standing Tall,5.0,0.026144,7.3,4.2066550000000005,False
Mad Max: Fury Road,150.0,378.85834,7.3,29.36178,True
Bombay Velvet,18.0,1.5,5.4,1.377993,False
Louder Than Bombs,11.0,0.161789,6.7,12.293202,False
Tomorrowland,190.0,209.154322,6.2,22.296076,False
Youth,13.36,2.0,6.7,8.717661,False
Poltergeist,35.0,95.437994,5.0,15.968492000000001,False
3 Braves,0.143149,0.645135,7.5,0.091951,False
Sunshine Superman,0.4,0.088097,7.2,0.984906,False
Embrace of the Serpent,1.4,1.320005,7.8,5.061041,False
Aloha,37.0,26.25002,5.2,8.451297,False
San Andreas,110.0,470.490832,6.0,20.547925,False
Premam,6.2,11.0,6.4,0.81609,False
Manglehorn,4.0,0.143101,5.2,4.69699,False
Entourage,30.0,49.263404,6.2,14.013413,False
Grandma,0.6,7.087452,6.1,4.565414,False
Insidious: Chapter 3,10.0,104.303851,6.3,10.098792,True
Dil Dhadakne Do,13.0,22.0,6.7,2.337434,False
Inside Out,175.0,857.611174,7.9,23.985587,False
Jurassic World,150.0,1513.52881,6.5,32.790475,True
Son of Saul,1.0,1.777043,7.1,6.403937,False
Southpaw,30.0,91.709827,7.3,12.370125999999999,False
Minions,74.0,1156.730962,6.4,547.4882980000001,True
Mustang,1.3,0.25,8.0,6.49255,False
Paper Towns,12.0,85.5123,6.1,9.662730999999999,False
Dope,0.7,17.986781,7.2,7.948581,False
Terminator Genisys,155.0,440.603537,5.8,30.188198,True
Ted 2,68.0,217.022588,6.2,42.061481,True
Max,20.0,43.967255,6.8,7.987747,True
Knock Knock,2.5,6.341684,4.9,11.898793,False
Indru Netru Naalai,0.62,1.4,7.4,0.326862,False
Strangerland,10.0,0.017472,5.1,5.975657,False
Magic Mike XXL,14.8,122.513057,6.2,8.76993,True
Love,3.0,0.249083,5.2,2.328321,False
Self/less,26.0,30.523226,6.3,25.301568,False
Baahubali: The Beginning,40.0,100.0,7.5,11.80967,True
Ricki and the Flash,18.0,41.325328,5.6,16.778945999999998,False
Tangerine,0.1,0.702354,6.9,4.832631,False
The Gallows,0.1,42.66441,4.9,7.51505,False
Monkey King: Hero Is Back,10.0,150.0,7.5,3.7593010000000002,False
Ant-Man,130.0,519.311965,7.0,26.882388,True
Equals,16.0,2.084628,5.9,19.803969,False
Horoscope for Good Luck,2.8,0.964206,5.0,0.502326,False
Pixels,88.0,243.637091,5.6,21.14796,False
Monster Hunt,40.0,385.284817,5.7,5.361771,False
Bajrangi Bhaijaan,14.0,98.0,7.7,6.31224,False
Trainwreck,35.0,140.795793,5.9,17.310647,False
Irrational Man,11.0,27.391084,6.3,6.862812,False
Mission: Impossible - Rogue Nation,150.0,682.330139,7.1,17.836882,True
The Vatican Tapes,13.0,1.784763,4.6,5.149301,False
Vacation,31.0,104.384188,6.1,11.33038,True
The Little Prince,64.0,97.57125,7.6,11.376954,False
The Gift,5.0,58.978653,6.7,8.585856,False
Momentum,20.0,0.133332,5.9,7.895442,False
Fantastic Four,120.0,167.977596,4.4,17.246484,False
Goosebumps,58.0,158.162788,6.2,12.365292,False
The 33,25.0,24.902723,6.0,8.383246,False
The Diary of a Teenage Girl,2.0,1.477002,6.8,14.986654000000001,False
Straight Outta Compton,28.0,201.634991,7.7,21.183076999999997,False
The Man from U.N.C.L.E.,75.0,108.145109,7.1,14.656875,False
Macbeth,15.0,12.601706,6.4,12.493466,False
American Ultra,28.0,27.139524,6.0,9.534828,False
Sinister 2,10.0,52.882018,5.5,17.602928,True
Hitman: Agent 47,35.0,81.96745,5.5,10.721799,True
Loham,1.050255,2.250547,4.4,0.633653,False
We Are Your Friends,6.0,11.12209,6.3,9.023686,False
No Escape,5.0,54.418872,6.7,14.132620000000001,False
The Assassin,15.0,0.632542,6.6,6.294815,False
War Room,3.0,67.790117,6.9,5.384163,False
Capture the Flag,14.0,8.30669,5.7,6.3456790000000005,False
The Wave,5.904067,12.975143,6.5,6.982302000000001,False
A Walk in the Woods,8.0,35.991087,5.7,12.019571000000001,False
The Transporter Refueled,25.0,72.62967,5.3,11.007319,True
Black Mass,53.0,98.837872,6.3,10.61072,False
Legend,25.0,42.972994,6.7,11.187833,False
Maze Runner: The Scorch Trials,61.0,311.256926,6.5,41.225769,True
The Visit,5.0,98.450062,6.0,15.021057999999998,False
Queen of Spades: The Dark Rite,1.0,2.228115,5.3,1.896218,False
Everest,55.0,203.427584,6.7,10.758754,False
90 Minutes in Heaven,5.0,4.842699,5.4,4.222496,False
The Perfect Guy,12.0,60.273173,5.6,7.607052,False
Our Brand Is Crisis,28.0,7.002261,5.8,12.158176,False
Beasts of No Nation,6.0,9.0777,7.6,11.732546000000001,False
Eye in the Sky,13.0,18.704595,7.2,10.564701,False
Truth,9.6,2.541554,6.5,6.133744999999999,False
Hardcore Henry,10.0,14.33379,6.2,14.544851999999999,False
Pawn Sacrifice,19.0,5.578519,6.7,7.399209,False
Captive,2.0,2.801508,5.6,5.396271,False
Orleans,2.5,0.302,6.0,0.192475,False
Sicario,30.0,84.025816,7.2,19.511221,False
Stonewall,13.5,0.187674,5.2,3.531089,False
Hotel Transylvania 2,80.0,473.226958,6.7,11.760218,True
Pan,150.0,128.38832,5.9,11.30428,False
The Intern,35.0,194.564672,7.1,15.651704999999998,False
The Walk,35.0,61.181942,6.9,9.425787,False
The Martian,108.0,630.16189,7.6,25.629929999999998,False
The Dressmaker,11.93,18.34,6.9,7.956860000000001,False
Burnt,20.0,36.606743,6.3,8.066726,False
Freeheld,7.0,0.573335,7.1,4.955317,False
Look Who's Back,3.196621,25.513752,6.8,6.7046589999999995,False
The Lobster,4.0,15.656193,6.7,11.223033000000001,False
Steve Jobs,30.0,34.441873,6.8,16.224866,False
Crimson Peak,55.0,74.679822,6.4,13.492683999999999,False
Secret in Their Eyes,19.5,34.85499,6.2,6.79115,False
Bridge of Spies,40.0,165.478348,7.2,13.707888,False
Woodlawn,12.0,14.394097,6.8,3.216606,False
Room,6.0,35.401758,8.1,12.443291,False
Suffragette,14.0,16.00242,7.1,8.093442,False
Brooklyn,11.0,62.076141,7.2,7.991613,False
The Last Witch Hunter,90.0,146.93691,5.7,13.412445000000002,False
Paranormal Activity: The Ghost Dimension,10.0,78.096553,5.0,9.185701,True
Jem and the Holograms,5.0,2.333684,5.4,5.394112000000001,False
Rock the Kasbah,15.0,3.020664,5.2,10.394389,False
Scouts Guide to the Zombie Apocalypse,15.0,14.860766,6.2,20.683405,False
Spectre,245.0,880.674609,6.3,24.926576999999998,True
Trumbo,15.0,8.235661,7.3,7.358726,False
The Peanuts Movie,99.0,246.233113,6.5,12.338346000000001,False
Lost in the Sun,0.025,0.025,5.8,3.985181,False
Spotlight,20.0,88.346473,7.8,14.63239,False
Victor Frankenstein,40.0,34.227298,5.6,9.447808,False
Prem Ratan Dhan Payo,23.4,67.0,5.6,2.864948,False
Concussion,35.0,50.36379,7.0,7.739783,False
Love the Coopers,17.0,42.426912,5.4,5.660648999999999,False
Katyar Kaljat Ghusali,1.5,4.4,9.0,0.446454,False
By the Sea,10.0,3.727746,5.4,12.61223,False
Heist,8.9,4.1,5.6,8.476315,False
The Lady in the Van,6.0,41.387687,6.0,5.799373,False
The Good Dinosaur,175.0,331.926147,6.6,12.319595,False
The Hunger Games: Mockingjay - Part 2,160.0,653.428261,6.6,26.628178000000002,True
Carol,11.8,40.272135,7.3,8.364201,False
In the Heart of the Sea,100.0,93.820758,6.5,11.696923,False
The Night Before,25.0,52.395996,6.1,10.516094,False
Creed,37.0,173.567581,7.3,33.449723,True
Krampus,15.0,61.548707,5.9,15.553313000000001,False
"Hello, My Name Is Doris",1.0,14.444999,6.5,14.992310999999999,False
The Danish Girl,15.0,64.191523,7.4,11.245661,False
Point Break,105.0,133.718711,5.5,7.291872,False
He's a Dragon,18.0,1.776333,6.6,5.978316,False
The Letters,1e-06,1e-06,5.6,2.240259,False
The Big Short,28.0,133.346506,7.3,13.143061,False
Star Wars: The Force Awakens,245.0,2068.223624,7.5,31.626013,True
The Tiger: An Old Hunter's Tale,0.005,11.083449,7.5,3.4478940000000002,False
Dilwale,26.0,61.0,6.3,4.081193,False
Bajirao Mastani,19.5,56.0,7.2,4.683689,False
Sisters,30.0,105.011053,5.8,13.799419,False
Mojin: The Lost Legend,37.0,278.3,6.0,4.209701,False
Ip Man 3,36.0,156.844753,6.5,8.970494,True
Charlie,1.9,5.9,7.4,1.188662,False
Joy,60.0,101.134059,6.4,12.975936,False
The Revenant,135.0,532.950503,7.3,23.501228,False
The Hateful Eight,44.0,155.760117,7.6,20.328822,False
Daddy's Home,50.0,242.786137,5.8,8.009226,True
The Lure,1.3,0.101657,6.1,2.1590380000000002,False
Anomalisa,8.0,5.659286,6.9,10.428421,False
Jane Got a Gun,25.0,1.397284,5.4,8.826071,False
Friend Request,9.9,2.4,5.3,14.282584,False
The Forest,10.0,40.055439,4.8,7.384688000000001,False
Wazir,5.2,9.2,6.7,3.5713760000000003,False
13 Hours: The Secret Soldiers of Benghazi,50.0,69.41137,7.0,18.022579,False
Norm of the North,18.0,17.062499,4.1,7.008103,False
Ride Along 2,40.0,124.827316,6.1,9.420931,True
The 5th Wave,38.0,109.906372,5.6,10.788263,False
Dirty Grandpa,11.5,94.073028,5.7,16.290585999999998,False
How to Be Single,38.0,112.343513,5.9,8.898988000000001,False
The Boy,10.0,64.188367,5.8,17.028854,False
Airlift,4.5,32.0,7.3,3.376147,False
The Bronze,3.5,0.615816,5.5,5.353826000000001,False
Kung Fu Panda 3,145.0,521.170825,6.7,14.696548000000002,True
The Finest Hours,80.0,52.09909,6.3,10.385757,False
Irudhi Suttru,0.3,2.1,6.7,0.756243,False
Fifty Shades of Black,20.0,21.164799,4.3,6.785049000000001,False
A Violent Prosecutor,0.0005,5e-05,7.6,1.3987559999999999,False
Robinson Crusoe,13.5,3.342697,5.8,8.969705000000001,False
Action Hero Biju,0.3,2.5,7.7,0.350207,False
The Choice,10.0,18.730891,6.7,8.28378,False
Pride and Prejudice and Zombies,28.0,16.374328,5.5,7.954623,False
Visaranai,0.325,1.6,8.0,0.867549,False
"Hail, Caesar!",22.0,63.647656,5.7,11.241366000000001,False
I Saw the Light,13.0,1.646788,5.9,4.654312,False
Zoolander 2,50.0,55.969,4.7,10.155109,True
The Mermaid,60.72,553.810228,6.2,5.2960519999999995,False
Deadpool,58.0,783.112979,7.4,187.860492,True
3 Generations,5.0,0.443962,6.1,4.626437999999999,False
Zootopia,150.0,1023.784195,7.7,26.024867999999998,False
Colonia,14.0,3.621046,7.4,10.156891,False
Midnight Special,18.0,6.212282,6.2,12.682927000000001,False
Risen,20.0,46.069568,5.7,8.759801,False
Neerja,10.721568,2.978994,7.4,1.68625,False
Triple 9,20.0,12.639297,5.6,12.892503999999999,False
The Witch,3.5,40.423945,6.3,11.840138,False
Race,5.0,24.804129,7.0,7.979302000000001,False
Grimsby,35.0,25.182929,5.7,13.912531,False
Gods of Egypt,140.0,150.680864,5.2,13.337707,False
Eddie the Eagle,23.0,46.152411,7.2,7.528275999999999,False
Mr. Right,8.0,0.034694,6.3,7.3178160000000005,False
London Has Fallen,60.0,205.754447,5.8,15.037993,True
Musudan,0.0005,0.0005,5.5,0.460016,False
A Conspiracy of Faith,5.21,5.9,6.8,6.859858,True
To Steal from a Thief,6.7,12.118661,6.1,4.987123,False
Whiskey Tango Foxtrot,35.0,23.083334,6.0,8.155603999999999,False
Allegiant,110.0,179.246868,5.9,18.386172,True
10 Cloverfield Lane,15.0,108.286421,6.8,14.421528,False
The Young Messiah,18.5,6.490401,6.4,1.7291990000000002,False
Sing Street,4.0,13.624522,8.0,10.672862,False
Jimmy Vestvood: Amerikan Hero,2.5,0.230069,5.4,1.216497,False
Things to Come,2.1,0.282382,6.5,5.858112,False
Miracles from Heaven,16.0,73.883359,6.8,7.528099,False
Batman v Superman: Dawn of Justice,250.0,873.260194,5.7,31.435878999999996,True
My Big Fat Greek Wedding 2,18.0,88.923251,5.6,6.344961,True
Everybody Wants Some!!,10.0,3.400278,6.3,6.7377970000000005,False
God's Not Dead 2,5.0,23.507567,5.6,5.957998,True
The Meddler,3.2,4.267218,6.0,5.510288,False
Demolition,10.0,1.978592,6.6,6.925667,False
The Huntsman: Winter's War,115.0,164.602163,6.0,17.260203,True
The Jungle Book,175.0,966.5506,6.7,17.432758,False
The Boss,29.0,78.636257,5.5,7.533146,False
Ratchet & Clank,20.0,8.821329,5.4,9.115939,False
Criminal,31.5,14.708696,5.8,10.038581,False
Fan,16.0,29.251596,6.2,5.1278760000000005,False
Green Room,5.0,3.220371,6.7,8.4702,False
Barbershop: The Next Cut,20.0,55.030051,6.2,8.468401,True
Flight Crew,10.0,27.305571,6.8,5.42046,False
Keanu,15.0,20.566327,6.0,7.9420839999999995,False
Bastille Day,20.0,14.397593,6.0,12.119295,False
A Hologram for the King,30.0,4.212494,5.8,9.104543,False
Captain America: Civil War,250.0,1153.304495,7.1,145.882135,True
Mother's Day,25.0,48.41816,5.8,8.309565,False
Term Life,16.5,0.021256,5.7,7.35578,False
Neighbors 2: Sorority Rising,35.0,108.758521,5.6,9.914008,True
24,10.0,15.0,7.1,1.264714,False
Florence Foster Jenkins,29.0,48.902953,6.7,10.829116,False
Café Society,30.0,43.763247,6.4,9.2467,False
The Angry Birds Movie,73.0,349.779543,5.9,11.171927,False
Money Monster,27.0,93.282604,6.5,11.953822,False
The Conjuring 2,40.0,320.170008,7.0,14.767317000000002,True
The Darkness,4.0,10.898293,4.5,12.187189,False
The Nice Guys,50.0,62.788218,7.0,16.075615,False
X-Men: Apocalypse,178.0,543.934787,6.4,28.712521999999996,True
Graduation,2.0,0.343617,6.7,2.840429,False
Elle,9.80469,2.341534,6.6,8.226065,False
Warcraft,160.0,433.677183,6.3,12.572718,False
Alice Through the Looking Glass,170.0,299.370084,6.5,14.616079999999998,True
Love & Friendship,3.0,14.016568,6.4,12.822085000000001,False
Teenage Mutant Ninja Turtles: Out of the Shadows,135.0,245.623848,5.8,13.047775999999999,True
The Handmaiden,8.575,1.983204,8.1,16.727404999999997,False
The BFG,140.0,183.345589,6.0,18.769476,False
Me Before You,20.0,207.945075,7.6,34.347590000000004,False
Now You See Me 2,90.0,334.901337,6.7,39.540653000000006,True
The Neon Demon,7.0,1.333124,6.4,13.410522,False
Te3n,5.069632,4.817642,6.8,1.434237,False
In the Forests of Siberia,3.5,1.492523,7.3,1.333969,False
Central Intelligence,50.0,216.972543,6.2,11.374041,False
Finding Dory,200.0,1028.570889,6.8,14.477676999999998,True
Udta Punjab,5.98,14.9,7.4,4.195844999999999,False
The Secret Life of Pets,75.0,875.457937,5.9,11.01395,True
Independence Day: Resurgence,165.0,389.681935,4.9,16.993841,True
Ice Age: Collision Course,105.0,408.579038,5.6,20.151037,True
